"","lactate control1","lactate control2","lactate treat1","lactate treat2","pregnant control1","pregnant control2","pregnant treat1","pregnant treat2","virgin control1","virgin control2","virgin treat1","virgin treat2"
"260299",56,49,434,429,155,128,1085,1163,206,1493,1673,240
"232969",187,205,43,39,255,212,122,109,206,151,170,247
"210146",3410,3056,1498,1271,2402,1923,3255,3065,1591,3191,3727,1907
"641361",3,5,1,0,5,1,1,0,17,0,2,37
"22594",463,512,329,343,666,488,551,470,784,912,910,865
"101544",7,10,0,0,6,8,0,0,6,0,0,16
"66071",760,692,56,62,416,493,128,125,609,188,192,727
"232970",52,101,94,73,78,74,603,613,167,423,571,224
"72434",668,596,209,141,824,1109,1524,1641,2727,4586,5745,1583
"100043706",0,0,4,2,0,0,0,1,0,0,0,0
"56746",0,0,1,0,0,0,0,1,0,0,0,0
"381959",0,0,0,0,0,0,0,0,0,0,0,0
"232972",0,0,0,0,0,0,0,0,0,0,0,0
"210155",0,0,1,0,0,0,0,0,0,0,0,0
"68891",0,3,161,173,7,3,89,48,0,35,30,0
"26366",22,25,2176,2232,20,8,391,337,3,309,243,3
"232973",0,0,0,0,1,0,0,0,0,0,0,0
"71241",1,0,0,0,0,1,0,0,0,0,0,0
"20085",587,575,509,471,1292,1110,1580,1416,1615,2100,2076,1475
"12518",5,11,3,1,12,20,8,16,33,21,18,53
"16801",3001,3464,809,941,2162,2090,1956,1734,3121,2889,3228,3774
"232974",1,0,0,0,1,0,0,0,2,1,1,2
"14470",2397,2197,1421,1546,1930,2304,2473,2448,1780,1844,2158,2073
"232975",0,3,0,0,2,1,0,1,3,3,2,3
"14809",156,223,74,77,253,228,126,109,487,631,839,542
"232976",671,779,175,200,678,503,378,295,908,634,775,1327
"18987",11,11,0,0,12,13,0,2,20,2,2,12
"434147",0,0,0,0,0,0,0,0,0,0,0,0
"100503578",312,324,64,55,272,272,308,346,477,337,453,603
"67379",458,471,393,339,538,530,1596,1643,704,791,1239,969
"210172",83,108,98,75,67,47,230,187,117,180,212,140
"606496",2002,1865,590,566,2269,2344,1193,1040,2646,1438,1544,2695
"77124",33,44,32,33,29,21,57,48,43,63,72,84
"13875",4782,4571,519,434,7119,6359,3415,3209,7194,2766,3300,9221
"100503597",75,80,48,45,90,79,74,54,90,65,98,134
"71722",3074,2963,1039,977,4113,3651,2139,2044,4988,2910,3616,5777
"18476",211,198,273,265,318,303,652,563,376,670,718,459
"623131",6,5,0,1,2,4,1,0,8,0,1,8
"100862187",0,0,0,0,0,0,0,0,0,0,0,0
"330485",3,4,0,0,11,5,0,0,6,0,0,8
"269878",1742,1835,619,644,2032,2199,1240,1434,2166,1936,2169,2540
"72383",2,2,0,1,11,8,4,3,6,3,3,6
"100503615",1,0,9,2,8,9,17,27,16,27,34,8
"16890",97,110,344,310,315,339,1424,1544,374,1076,1636,275
"654804",3,4,4,2,2,6,2,13,5,12,8,4
"100862213",0,0,3,5,2,0,5,13,1,34,44,1
"232983",0,0,86,117,7,1,24,55,4,550,375,8
"26365",49,70,3337,3337,839,726,14893,19988,828,15940,23227,592
"26367",1,3,82,101,19,12,417,530,30,408,647,13
"100862240",0,0,0,0,0,0,0,0,0,0,0,0
"632778",1,0,0,0,2,0,0,0,2,1,0,4
"66349",225,322,256,232,316,282,408,418,324,518,617,421
"232984",13,18,11,12,11,8,2,4,15,21,27,23
"12039",929,970,1239,1135,954,948,1364,1316,775,910,1171,782
"27998",226,253,460,442,361,354,604,585,293,732,737,402
"320208",4,7,4,1,9,5,2,5,8,8,19,9
"232987",179,161,15,16,151,155,40,30,165,91,91,254
"21803",332,333,142,125,436,362,261,334,985,593,693,1097
"52132",701,671,446,437,898,746,852,808,777,989,1119,994
"100862251",415,352,242,219,384,376,376,353,341,491,474,415
"232989",2078,2210,1307,1235,2409,2130,1943,1618,2001,2263,2581,2276
"26362",6922,6323,21,23,8636,7913,52,48,7117,164,177,10232
"74134",645,752,5,4,180,208,5,10,453,12,26,482
"13088",0,0,0,0,0,0,0,0,0,0,1,0
"13089",0,0,0,0,0,0,0,0,0,0,0,0
"13094",0,0,0,0,0,0,0,0,0,0,0,0
"100312477",0,0,0,0,0,0,0,0,0,0,0,0
"13086",0,0,0,0,0,0,0,0,0,0,0,0
"330490",0,0,0,0,0,0,0,0,0,0,0,0
"243880",0,0,0,0,0,0,0,0,0,0,1,0
"233001",0,0,0,0,0,0,0,0,0,0,0,0
"171265",0,0,0,0,0,0,0,0,0,0,0,0
"243881",0,0,0,0,0,0,0,0,0,0,0,0
"13090",0,0,0,2,1,1,6,3,0,5,14,0
"13108",0,0,0,0,0,0,0,0,0,0,0,0
"13087",0,0,0,0,0,0,0,0,0,0,0,0
"233005",0,0,0,0,0,0,0,0,0,0,0,0
"13085",0,0,0,0,0,0,0,0,0,0,0,0
"13107",2,0,181,149,22,15,379,419,8,75,325,2
"384724",78,109,18,12,67,56,15,15,83,36,37,113
"112406",1510,1415,825,831,2231,1671,1358,1207,1655,1360,1520,1524
"19342",546,603,231,217,610,554,320,293,526,631,706,593
"100526505",17,14,5,5,19,31,7,8,19,22,24,29
"12587",275,234,11,11,744,653,28,37,675,194,244,380
"53607",394,426,359,346,778,618,546,350,654,698,790,835
"414069",97,92,56,86,103,82,110,75,132,91,113,146
"100316839",20,17,13,7,20,20,11,10,50,35,53,28
"233011",4351,3134,1620,1184,7133,6029,4221,4779,7562,7392,7376,5975
"100862260",1,4,0,1,2,3,5,0,1,6,5,2
"76889",505,432,443,366,1003,878,909,874,1778,1517,1660,1367
"100503685",60,50,42,49,78,54,33,53,140,144,111,173
"18223",897,862,35,45,1161,926,61,45,1477,206,352,1017
"108075",4037,4348,112,156,3809,3928,188,199,6719,380,625,6875
"192192",393,420,216,183,400,344,379,326,297,342,356,456
"80297",227,295,1,6,299,315,7,4,207,15,16,181
"233016",353,362,226,216,315,334,387,351,342,528,628,265
"170742",91,161,30,33,87,57,51,43,138,99,120,210
"55942",3411,4548,709,527,2759,2179,2084,2216,3888,2251,2519,6238
"19153",686,641,49,72,621,483,120,148,501,118,175,562
"233020",52,48,6,15,51,36,39,39,31,37,20,62
"18807",2172,2059,1032,1056,1894,1893,1461,1572,1905,1241,1449,1759
"66367",140,160,100,107,223,172,190,173,209,254,264,266
"11652",1058,833,341,292,1472,1415,842,759,1565,957,1002,1587
"73032",0,0,0,0,0,1,0,0,2,0,0,3
"269881",644,604,268,258,704,663,412,347,577,375,452,705
"112415",28,21,4,6,19,14,12,13,14,27,22,35
"22718",67,87,30,44,41,43,19,24,51,168,182,102
"100043229",6,5,0,0,6,8,0,0,0,0,1,1
"100862275",0,0,0,2,0,0,0,0,0,0,0,0
"71163",51,43,27,28,48,31,27,38,40,55,75,40
"22717",41,44,32,39,35,34,36,46,38,93,77,49
"545938",27,33,30,40,33,34,39,41,43,103,70,55
"73430",59,52,40,48,42,65,41,31,52,147,127,77
"100043771",203,175,58,79,289,246,175,149,215,152,183,210
"338354",68,84,35,43,46,37,47,37,78,129,141,114
"100043772",27,32,41,41,36,30,97,73,57,181,164,94
"23996",1529,1314,1250,1227,1989,1706,2287,2007,1663,2084,2327,1994
"215384",65,74,1415,889,593,491,5082,5259,2036,145238,84489,3501
"319482",215,196,7,4,66,87,42,46,54,1139,647,47
"14113",437,341,240,276,1502,1221,821,597,1155,1105,1007,1333
"13549",203,277,74,87,182,209,216,216,132,266,346,153
"386655",2,10,11,11,22,25,35,52,24,44,73,22
"434156",36,76,24,29,45,54,18,13,25,37,39,44
"280621",2,4,0,0,1,0,0,1,1,2,3,1
"13389",1,2,0,1,4,2,0,8,7,3,4,1
"66525",294,280,467,449,570,440,788,519,575,934,955,766
"20924",5353,4859,2935,3099,5201,4516,7326,6791,4689,6078,6865,5557
"20055",1866,1735,1820,1835,3730,3340,4509,4107,4579,5842,5527,4138
"100302567",15,19,7,6,20,19,15,12,24,23,25,28
"101497",3687,3318,178,157,3272,3236,632,761,3021,1401,1708,3326
"22695",51921,68841,24714,32669,47525,43917,15502,17234,43713,31886,37179,70814
"67224",136,135,112,93,182,150,183,176,166,236,218,191
"54624",2213,2338,556,578,3684,2934,1325,1154,3580,2020,2108,4287
"233033",4322,3471,1233,1011,6423,5907,4094,3860,4904,4246,5045,4613
"63986",4,4,120,110,6,8,69,71,6,79,60,10
"80749",48,54,33,40,67,57,62,40,48,74,71,70
"70001",0,0,0,1,0,0,1,0,0,0,0,0
"330496",0,0,0,0,0,0,0,0,0,1,1,0
"338374",0,0,0,0,0,0,0,0,0,3,1,0
"68416",0,0,0,0,0,0,0,0,0,0,0,0
"233038",1,2,3,2,5,4,2,3,0,4,4,6
"70584",392,348,1021,1092,656,463,1185,1157,636,1610,1708,926
"101744",1,3,3,0,11,10,1,1,17,2,2,18
"233040",82,88,5,5,70,110,3,5,47,1,5,77
"50760",136,113,35,43,149,116,44,37,176,120,127,223
"24030",178,153,337,321,243,207,533,453,139,364,360,172
"71984",141,143,183,186,253,217,443,372,183,374,406,222
"624918",1,0,0,0,2,1,3,0,0,2,0,0
"18036",463,447,283,289,759,584,751,569,600,590,636,691
"64383",1519,1411,425,375,1265,1254,851,903,1243,885,1006,1235
"100503790",2,1,0,2,3,5,3,2,1,2,4,2
"320435",43,35,31,36,14,31,42,38,24,27,22,25
"15388",5388,5651,2494,2441,8175,7015,6744,5772,6370,6610,6843,7377
"51798",2819,2773,582,609,2278,2614,1583,1585,1238,1829,1969,1370
"16855",337,368,39,41,302,309,110,130,268,189,210,243
"100038382",3,1,0,0,1,4,0,1,2,3,3,4
"16858",2629,3721,12,20,597,1119,50,39,4518,110,155,5681
"60594",25,26,1,1,14,13,12,6,13,16,21,12
"60595",41244,33950,7824,8059,38098,42021,22928,22956,23773,18973,21906,24445
"73830",1494,1414,920,870,1871,1718,2277,2246,2121,2940,2819,2056
"26411",4,7,6,9,7,13,21,15,6,12,17,10
"20190",15,10,0,0,11,16,1,4,34,17,13,38
"100316710",0,0,0,0,0,0,0,0,0,0,0,0
"233046",49,51,26,30,56,41,41,35,56,61,58,68
"73833",157,182,126,108,170,159,260,266,219,211,211,235
"101809",65,57,50,43,93,74,104,114,164,180,310,157
"243897",40,46,7,2,35,32,33,35,58,39,41,67
"57296",1946,1665,2183,2083,3050,2591,4941,5032,2201,4093,4151,2530
"320225",45,44,43,55,33,50,131,140,57,108,125,43
"52150",64,58,3610,4361,88,68,1261,1148,52,55,81,55
"77254",424,351,513,538,510,429,795,715,374,541,611,509
"72275",250,216,35,49,110,187,131,182,99,240,202,148
"20733",4154,3726,4582,4545,5967,5614,9916,9009,5639,11154,11545,7298
"68458",1505,1283,2,3,1246,1646,4,5,197,8,8,250
"29861",78,44,3,0,78,90,2,2,61,2,9,81
"74206",924,944,1047,1206,869,750,1425,1322,1212,3485,3740,1371
"114675",0,0,0,0,0,0,0,0,0,0,0,0
"243900",0,0,8,4,1,2,28,36,0,4,3,1
"76718",5,3,8,4,1,4,17,16,6,21,16,10
"74352",157,157,111,125,152,138,273,260,288,583,625,360
"100316711",0,0,1,0,1,0,1,1,0,0,0,2
"22693",43,62,12,5,31,25,8,17,26,18,17,54
"625349",4,3,1,2,10,7,9,2,9,8,8,7
"233056",114,166,115,91,69,72,83,78,107,124,130,176
"233057",17,21,1,0,8,10,6,7,26,37,21,37
"233058",39,56,31,29,57,40,11,24,49,50,58,86
"22689",102,98,53,36,72,73,46,36,81,93,96,120
"73729",77,104,22,20,57,49,23,32,82,67,42,116
"72723",152,174,37,34,86,96,70,58,78,72,92,167
"625421",544,547,248,221,955,808,650,514,710,793,750,958
"243905",500,480,492,431,511,424,1098,1056,472,919,1041,605
"243906",120,136,6,13,95,125,4,6,82,29,28,72
"330502",29,32,3,8,29,19,11,12,40,42,62,46
"72556",19,27,4,8,38,18,22,20,50,59,50,79
"26466",626,706,317,263,449,395,572,447,481,705,766,591
"233060",58,46,2,1,56,51,11,3,69,44,40,61
"26465",713,711,275,255,1456,1146,796,737,1619,1338,1273,1539
"330503",58,59,22,20,76,64,13,20,114,52,59,78
"12865",44,38,54,48,77,68,74,43,177,134,146,87
"12336",11597,10242,1701,1722,16199,16637,5830,5833,13580,9172,10166,12759
"66411",776,651,361,426,932,841,670,571,648,759,781,822
"69920",217,209,296,343,236,231,326,221,212,247,241,299
"381867",0,0,4,1,1,1,3,3,0,1,0,2
"233064",34,65,974,1015,145,81,597,454,133,239,287,173
"76686",819,1078,10,8,705,689,4,7,1044,3,6,916
"233065",202,217,151,200,219,251,381,259,263,486,542,288
"233066",39,26,965,1038,122,67,1652,1170,113,1673,1881,154
"68332",51,68,149,171,96,72,402,242,62,299,258,82
"233067",60,79,17,15,43,27,9,15,39,19,29,50
"22177",2,1,4,1,11,18,7,7,14,5,5,6
"23900",1,0,4,2,1,1,5,2,0,2,3,0
"243910",43,57,140,126,137,120,170,183,212,534,397,305
"11803",707,695,307,313,651,638,232,198,742,213,200,902
"243911",2,5,2,2,0,2,4,7,4,0,0,8
"54631",1,0,0,0,0,0,0,0,0,0,0,0
"445267",0,0,0,0,0,0,0,0,0,0,0,0
"56189",0,0,0,0,0,1,0,0,0,0,0,0
"100504207",0,1,0,0,0,0,0,0,0,0,0,0
"233071",188,196,121,114,233,183,212,233,249,326,359,241
"333193",129,121,51,57,110,103,133,92,127,142,166,123
"243912",1728,1722,62,54,891,1406,57,59,251,88,68,317
"75660",69,68,55,65,135,98,177,150,92,196,201,102
"66340",62,46,46,57,66,47,100,115,63,125,122,79
"233073",356,369,182,214,452,419,407,329,402,443,489,474
"101883",100,127,50,32,174,113,150,126,210,157,141,227
"75410",1258,1499,1326,1506,1798,1481,2890,2869,2214,3312,3655,2507
"58206",5,5,10,2,10,8,33,30,11,59,52,5
"109637",8,4,6,3,4,3,43,36,11,37,46,9
"110323",1410,1219,2700,2680,2253,2210,3270,3363,1532,3309,3155,1715
"14008",0,0,0,0,0,0,0,0,0,2,0,1
"68035",1139,1233,537,514,1412,1209,1427,1182,1323,1551,1677,1709
"71909",89,133,170,151,161,136,193,109,193,265,253,203
"74927",0,0,0,0,0,0,0,0,0,0,0,0
"69147",0,0,0,0,0,0,0,0,0,2,0,0
"233075",1,0,0,0,1,0,2,0,0,2,1,0
"11944",1,2,0,1,0,1,3,1,0,2,0,2
"69804",377,344,1029,899,666,579,1315,1136,475,985,960,605
"791088",66,65,20,17,53,54,51,34,42,81,110,64
"14447",6,4,8,10,5,3,7,4,2,17,14,6
"282619",39,42,306,322,93,65,1178,1415,61,526,712,55
"73712",9,3,221,165,33,29,690,715,49,346,896,31
"64661",0,0,0,0,0,0,0,2,4,1,2,2
"233079",4,2,1,0,1,2,0,0,0,0,3,0
"233080",0,0,0,0,0,0,0,0,0,0,0,0
"233081",0,0,0,1,0,0,0,0,0,0,0,0
"12483",0,1,0,1,0,0,27,23,1,1,5,1
"17136",4,2,4,5,1,4,6,3,6,0,6,7
"66438",2,0,0,0,7,3,0,0,10,3,2,5
"84506",1,2,0,0,22,17,1,1,22,5,13,11
"100862373",0,0,0,0,0,0,0,0,0,0,0,0
"22282",478,486,330,391,555,464,808,644,467,642,680,562
"100043823",18,24,17,16,18,16,59,53,98,194,178,162
"54135",333,322,367,333,467,426,1344,1191,1167,1784,2126,1401
"76415",10,14,70,70,12,3,101,95,18,107,101,19
"18301",42,40,11,8,52,63,47,25,178,91,134,157
"57780",4,1,3,0,0,1,1,0,8,0,1,5
"56188",20,15,1,1,27,40,1,8,76,5,13,61
"243914",13,15,23,13,16,24,47,34,47,62,48,45
"17178",2260,1751,399,396,1225,1633,1169,1300,2158,3276,2613,2082
"15451",240,305,345,314,353,279,294,348,390,893,1047,372
"20266",283,285,29,20,170,249,9,19,357,55,66,335
"52857",3094,2718,2099,2036,5249,4825,2722,2303,4179,2650,2707,4036
"100038516",2,2,0,0,2,1,0,0,0,0,0,2
"57426",0,0,0,0,0,0,0,0,0,0,0,0
"381970",0,0,0,0,0,0,0,0,0,0,0,0
"100043326",0,0,0,0,0,0,0,0,0,0,0,0
"384585",0,0,0,0,0,0,0,0,0,0,0,0
"100503242",0,0,0,0,0,0,0,0,0,0,0,0
"100043836",0,0,0,0,0,0,0,0,0,0,0,0
"626305",0,0,0,0,0,0,0,0,0,0,0,0
"100862361",0,0,0,0,0,0,0,0,0,0,0,0
"384594",0,0,0,0,0,0,0,0,0,0,0,0
"624584",0,0,0,0,0,0,0,0,0,0,0,0
"100043355",0,0,0,0,0,0,0,0,0,0,0,0
"100043842",0,0,0,0,0,0,0,0,0,0,0,0
"668379",0,0,0,0,0,0,0,0,0,0,0,0
"668381",0,0,0,0,0,0,0,0,0,0,0,0
"384589",0,0,0,0,0,0,0,0,0,0,0,0
"100861685",0,0,0,0,0,0,0,0,0,0,0,0
"270499",0,0,0,0,0,0,0,0,0,0,0,0
"624439",0,0,0,0,0,0,0,0,0,0,0,0
"100043376",0,0,0,0,0,0,0,0,0,0,0,0
"668411",0,0,0,0,0,0,0,0,0,0,0,0
"668526",0,0,0,0,0,0,0,0,0,0,0,0
"100043388",0,0,0,0,0,0,0,0,0,0,0,0
"546954",0,0,0,0,0,0,0,0,0,0,0,0
"100043856",0,0,0,0,0,0,0,0,0,0,0,0
"545947",0,0,0,0,0,0,0,0,0,0,0,0
"434676",0,0,0,0,0,0,0,0,0,0,0,0
"494519",0,0,0,0,0,0,0,0,0,0,0,0
"545948",0,0,0,0,0,0,0,0,0,0,0,0
"626970",0,0,0,0,0,0,0,0,0,0,0,0
"353109",0,0,0,0,0,0,0,0,0,0,0,0
"233090",0,0,0,0,0,0,0,0,0,0,0,0
"100043860",0,0,0,0,0,0,0,0,0,0,0,0
"110187",0,0,0,0,0,0,0,0,0,0,0,0
"233099",0,0,10,6,0,0,4,4,0,10,15,0
"11354",0,0,0,0,0,0,0,0,0,0,0,0
"100043868",1,3,0,0,1,1,0,1,5,1,4,3
"101543",651,704,75,69,903,821,254,202,911,460,522,906
"50995",1668,1590,881,830,2249,1918,1581,1120,2098,1620,1624,2263
"68079",131,141,108,94,175,142,214,151,165,222,227,180
"14751",2583,2413,1552,1500,4240,3680,3646,3631,3002,3148,3528,3351
"100126229",4,3,5,10,9,3,9,13,9,13,14,13
"233103",452,471,238,211,557,448,603,495,620,767,906,495
"100861829",0,0,0,0,0,0,0,0,0,0,0,0
"67070",2588,2604,998,974,3151,2808,1931,1676,2669,2557,2511,2979
"233107",1061,1084,64,93,1707,1452,297,268,1152,303,282,1595
"68947",5,2,2,1,14,4,7,7,8,22,35,3
"18624",495,439,459,491,728,635,1132,893,573,918,1133,683
"12611",1223,882,707,652,1266,1097,1714,1444,1539,1971,2226,1748
"12606",1392,1412,527,487,2061,1681,2156,1861,1950,1697,2016,3184
"53896",8,18,0,0,22,25,0,1,6,0,0,11
"435965",654,736,8,7,572,644,26,11,255,26,63,289
"384605",0,1,0,0,0,0,0,0,1,2,0,0
"67471",98,134,115,114,86,76,118,111,117,212,224,175
"52428",186,185,2443,2839,313,201,2858,3515,392,1771,2215,559
"101831",21,28,59,49,19,21,51,47,32,82,86,31
"72140",217,221,167,162,213,177,221,185,163,362,380,302
"30962",0,0,0,0,0,1,0,0,0,0,0,0
"71981",0,0,2,2,0,1,6,4,4,1,2,2
"110959",114,112,130,145,191,152,221,134,183,152,169,195
"243923",6,4,0,0,8,9,1,3,16,9,12,39
"245886",1142,1082,294,339,949,902,535,565,1141,1121,1157,1053
"56330",100,97,38,49,149,154,116,114,110,155,143,123
"233115",386,351,149,131,436,305,123,90,499,268,277,676
"668501",329,355,242,303,355,243,197,160,437,663,678,431
"100861838",1,1,0,0,0,0,0,0,1,4,4,0
"78547",3,0,0,1,3,2,4,3,1,0,2,5
"100043872",1002,825,580,586,1463,1383,1658,1504,1837,2582,2539,1236
"243931",61,82,2,1,49,75,2,2,76,4,6,77
"243937",0,0,0,0,0,1,0,0,1,0,0,2
"67641",0,0,0,0,0,0,0,0,0,0,0,0
"19777",1302,1299,304,298,1392,1228,514,462,1230,812,704,1437
"12447",264,253,245,237,375,274,214,114,575,258,268,808
"72244",22490,14000,722,733,40389,58873,307,410,9186,737,407,6180
"72287",3046,2246,404,344,1354,1541,611,648,590,353,448,813
"66161",122,129,102,100,170,169,210,171,152,345,365,143
"627975",2,0,0,1,1,0,0,0,0,0,0,0
"625594",1,0,0,0,0,0,0,0,0,0,0,0
"434171",1,2,0,0,0,0,0,0,0,0,0,0
"100043467",2,0,0,0,0,0,0,0,0,0,0,0
"546957",22,35,22,9,29,34,12,18,22,14,23,19
"100861663",1,0,0,0,0,0,0,0,0,0,0,0
"100861861",0,0,0,0,0,0,0,0,0,0,0,0
"100861679",2,1,0,0,1,1,0,0,0,0,0,0
"100861686",0,0,0,0,0,0,0,0,0,0,0,0
"100861694",0,0,0,0,0,0,0,0,0,0,0,0
"100861705",1,0,3,2,6,4,2,4,3,6,2,2
"628058",0,1,0,0,0,0,1,0,0,0,0,0
"100038967",0,0,0,0,0,1,0,0,0,0,0,0
"620018",1,0,0,0,1,0,0,0,0,0,0,1
"100038914",0,0,0,0,0,0,0,0,0,0,0,0
"668618",1,1,0,0,0,0,0,0,0,0,0,0
"330513",1,0,0,0,1,0,0,0,0,0,0,0
"434168",70,77,70,66,67,55,125,133,48,105,130,83
"233147",94,130,23,29,77,63,33,34,98,61,58,108
"70227",333,354,52,74,454,343,120,111,653,317,353,777
"628161",231,188,276,238,258,227,336,272,209,395,383,323
"71029",0,0,0,0,0,0,0,0,0,0,0,0
"320210",0,0,0,0,0,0,0,0,0,0,0,0
"58188",1,0,0,0,0,0,1,0,2,0,1,1
"243944",0,0,0,0,0,0,0,0,0,0,0,0
"233164",2,2,0,0,3,1,0,0,0,0,0,1
"627987",0,0,0,0,0,0,0,0,0,0,0,0
"100039269",0,0,0,0,2,1,0,0,0,0,0,0
"628304",2,2,0,0,2,0,0,0,0,0,1,0
"434172",0,0,1,0,1,1,0,0,0,0,0,0
"233168",176,199,62,57,75,90,30,24,93,108,113,122
"269902",12,7,0,1,2,6,3,3,4,5,8,5
"101835",80,97,33,48,65,67,38,37,45,70,67,57
"628359",0,1,0,0,0,0,1,0,0,0,0,0
"668572",106,164,198,275,173,130,145,89,164,163,169,238
"67607",268,285,51,83,235,199,114,91,179,187,172,213
"75835",0,2,2,0,1,0,6,4,0,1,1,0
"628422",0,0,0,0,0,0,0,0,0,0,0,0
"628444",0,0,0,0,0,0,0,0,0,0,0,0
"434175",5,3,116,79,62,34,53,19,47,55,83,48
"637898",0,0,0,0,0,0,0,0,1,0,0,0
"637873",0,0,0,0,0,0,0,0,0,0,0,0
"628490",0,0,0,0,0,0,0,0,0,0,0,0
"71162",0,0,0,0,0,0,0,0,0,0,0,0
"434178",84,95,69,98,91,101,76,84,144,165,146,175
"637776",0,8,2,0,5,2,7,6,2,6,9,7
"208111",74,80,78,73,41,56,68,61,64,168,144,88
"434179",23,32,15,20,12,16,16,17,21,58,52,41
"546964",0,0,0,0,0,0,0,0,0,0,0,0
"100039706",1,0,1,0,0,0,1,1,0,2,0,0
"435975",0,0,0,0,0,0,0,0,0,0,0,0
"100045125",0,0,0,0,0,0,0,0,0,0,0,0
"668612",0,0,0,0,1,2,0,0,0,0,1,0
"100039589",2,1,0,2,2,2,0,1,0,3,7,6
"668620",2,2,0,0,1,1,0,1,1,1,2,1
"100170401",0,1,0,0,0,0,0,0,0,1,0,0
"69930",327,339,337,381,420,332,445,474,504,732,788,583
"233186",0,0,0,0,0,0,0,0,0,0,0,0
"243958",0,0,0,0,0,0,1,0,2,0,0,1
"233187",0,0,0,0,0,0,0,0,0,0,0,0
"72310",0,0,3,2,6,1,0,3,3,1,0,3
"74276",0,3,0,0,4,2,0,0,6,0,2,2
"110826",760,668,802,843,1431,1497,1563,1493,856,1465,1691,918
"75690",203,215,12,21,130,127,97,82,133,55,76,148
"210094",46,56,0,1,47,51,2,10,26,1,2,41
"74054",0,0,0,0,0,0,0,0,0,0,0,0
"12489",0,2,2,6,4,4,1,2,0,3,4,0
"210104",24,27,7,11,14,13,8,9,17,40,22,52
"210105",444,356,91,89,275,178,108,86,271,362,380,339
"74400",9,21,0,0,20,21,0,0,16,6,3,16
"72431",2,0,0,0,1,1,0,0,0,0,0,1
"83382",0,0,0,1,0,1,2,3,1,2,3,0
"233189",33,35,49,57,81,35,133,82,57,151,167,65
"317653",2,1,8,19,0,0,31,27,1,27,33,1
"626834",0,0,0,1,0,0,0,0,0,3,3,0
"100504720",0,0,1,1,0,0,1,3,0,5,8,0
"69511",0,0,1,2,0,0,4,5,0,6,12,0
"56538",0,1,26,71,9,15,73,148,23,685,952,18
"69540",0,1,59,64,26,41,489,549,51,1393,2111,35
"101533",0,0,1,2,6,4,9,5,1,60,65,0
"259277",1,1,0,3,5,7,8,15,7,80,138,14
"23993",0,0,2,1,0,0,15,3,2,9,68,2
"19144",0,0,11,8,1,3,86,72,1,63,254,0
"68668",0,0,0,0,0,0,0,0,0,0,0,0
"56640",0,0,0,0,0,0,0,0,2,1,1,0
"317652",0,0,0,0,0,0,0,0,0,0,0,0
"16604",0,0,0,0,0,0,0,0,0,0,0,0
"16624",0,0,0,0,0,0,0,0,0,2,5,0
"16623",0,0,9,8,0,0,0,3,0,0,2,0
"13648",0,0,0,0,0,0,0,0,0,0,0,0
"16613",0,0,13,9,0,0,7,5,0,2,6,0
"16618",0,0,3,10,0,0,1,2,0,0,6,0
"16619",0,0,1,0,0,0,1,0,0,0,1,0
"16616",0,0,0,0,0,0,0,0,1,0,2,0
"13646",0,0,0,0,0,0,0,0,0,0,0,0
"16615",0,0,1,0,0,0,0,0,0,0,0,0
"16617",0,0,0,0,0,0,0,0,0,0,0,0
"18050",0,0,0,0,0,0,0,0,0,0,0,0
"18048",0,0,0,0,0,0,0,0,0,0,0,0
"16622",0,0,1,2,0,0,0,0,0,0,0,0
"16612",1,0,0,0,1,0,2,1,0,0,0,1
"70004",9,6,10,7,12,11,4,14,12,6,13,16
"668661",617,715,384,490,1678,1028,1598,1181,2258,2081,2190,3055
"100217434",1,2,1,2,5,5,3,3,13,10,9,13
"100217433",0,0,2,1,1,5,1,0,13,4,3,9
"100503991",14,9,0,1,9,8,1,2,23,4,5,42
"20256",80,69,10,8,221,116,13,13,23,19,13,30
"243961",444,380,2,0,378,286,2,1,207,5,10,176
"69349",1,1,0,0,7,0,4,4,3,9,8,8
"20981",58,88,12,11,53,50,28,17,62,27,15,73
"272381",19,12,0,0,15,12,0,0,8,1,0,4
"68352",0,0,0,0,0,0,0,0,0,0,0,1
"66124",1157,1111,138,155,975,981,288,244,664,313,365,766
"69683",2542,2502,1188,1059,3392,3138,1751,1511,2563,2148,2202,3003
"75538",21,21,1,1,20,21,4,8,4,19,16,1
"233199",125,78,3,1,35,55,9,17,112,220,136,164
"272382",0,3,0,0,7,3,7,3,6,16,10,10
"18971",280,310,240,237,473,348,336,194,589,835,783,699
"22260",2051,2199,787,883,2049,1978,2252,1775,1847,2091,2234,2222
"16541",0,1,28,16,4,2,16,28,4,37,40,0
"16504",109,111,136,149,261,157,194,142,155,124,111,227
"71960",974,1074,463,380,983,952,1151,1516,663,4910,5093,747
"69578",1,2,0,0,0,0,0,0,0,0,0,0
"75510",0,0,0,0,0,0,0,0,0,0,0,0
"243963",129,126,59,45,78,72,37,17,98,30,30,131
"101568",410,426,615,527,425,419,926,924,481,864,955,510
"107503",562,531,427,421,992,710,1761,1243,945,954,1143,984
"100328588",5,3,2,0,0,1,4,2,4,0,3,3
"18226",1923,1488,383,335,2825,2686,1575,1164,2198,1772,1974,2486
"14204",2,2,0,0,2,2,3,2,4,3,2,2
"233204",380,557,325,354,331,315,621,695,431,618,678,568
"67605",570,656,763,715,782,640,1297,1171,708,874,1067,848
"735269",4,8,2,3,6,7,8,11,13,9,8,8
